NestID,Structure Type,Structure ID,Maximum Width,Notes
V_pergandei2,Chamber,C25,6.575,
A_ashmeadi9,Chamber,C1,11.3,
A_ashmeadi48new,Chamber,C1,7.36,
A_ashmeadi49,Chamber,C1,3.3,
A_ashmeadi41,Chamber,C1,7.26,
A_floridana6,Chamber,C1,3.65,
A_floridana15,Chamber,C1,2.33,
A_floridana35,Chamber,C1,2.25,
A_floridana22,Chamber,C1,3.19,
A_floridana23,Chamber,C1,4.71,
A_floridana54,Chamber,C1,2.05,
A_treatae41,Chamber,C1,1.96,
A_treatae42,Chamber,C1,4.22,
A_treatae43,Chamber,C1,3.94,
C_socius15,Chamber,C1,3.45,
C_socius16,Chamber,C1,5.68,
C_socius18,Chamber,C1,6.73,
D_indicum_fig1,Chamber,C1,6.78,
E_opaciventre2,Chamber,C1,4.5,
E_opaciventre3,Chamber,C1,9,
E_opaciventre4,Chamber,C1,3,
E_opaciventre5,Chamber,C1,5,
E_opaciventre6,Chamber,C1,5.5,
E_opaciventre7,Chamber,C1,7,
E_opaciventre8,Chamber,C1,6,
E_opaciventre9,Chamber,C1,7,
E_opaciventre11,Chamber,C1,10,
O_brunneus13,Chamber,C1,9.34,
O_brunneus14,Chamber,C1,8.4,
O_brunneus17,Chamber,C1,3.76,
P_adrianoi,Chamber,C1,1.39,
P_oxyops2,Chamber,C1,9.82,
P_oxyops3,Chamber,C1,12.39,
P_oxyops4,Chamber,C1,6.55,
P_oxyops5,Chamber,C1,12.77,
P_oxyops6,Chamber,C1,16.02,
P_oxyops7,Chamber,C1,10.55,
E_ruidum3,Chamber,C1,10.5,
E_ruidum6,Chamber,C1,8.3,
E_ruidum22,Chamber,C1,10.5,
A_balzani16,Chamber,C1,10.5,
A_balzani17,Chamber,C1,5,
A_balzani18,Chamber,C1,7,
A_balzani19,Chamber,C1,6,
A_balzani20,Chamber,C1,6,
A_balzani21,Chamber,C1,3,
A_balzani22,Chamber,C1,6,
A_balzani23,Chamber,C1,7,
H_venator1,Chamber,C1,14.54,
H_venator2,Chamber,C1,7.2,
29,Chamber,C1,2.1739557,
30,Chamber,C1,6.1601957,
50,Chamber,C1,2.7448408,
53,Chamber,C1,9.0767494,
55,Chamber,C1,11.8948277,
56,Chamber,C1,4.9088364,
57,Chamber,C1,3.562817,
58,Chamber,C1,,
59,Chamber,C1,9.0983194,
60,Chamber,C1,2.2019228,
61,Chamber,C1,3.2585773,
67,Chamber,C1,1.8856664,
68,Chamber,C1,3.8263244,
69,Chamber,C1,2.9048581,
70,Chamber,C1,6.6728229,
71,Chamber,C1,3.0105522,
72,Chamber,C1,1.9521052,
73,Chamber,C1,2.4246023,
75,Chamber,C1,5.2155554,
79,Chamber,C1,4.0705617,
83,Chamber,C1,4.246962,
92,Chamber,C1,3.5865906,
93,Chamber,C1,2.1952202,
110,Chamber,C1,4.0772174,
111,Chamber,C1,4.2084405,
112,Chamber,C1,4.654881,
113,Chamber,C1,3.9953293,
116,Chamber,C1,1.832651,
117,Chamber,C1,5.6298639,
118,Chamber,C1,9.83648,
119,Chamber,C1,5.2364365,
120,Chamber,C1,3.4279862,
121,Chamber,C1,3.1464517,
122,Chamber,C1,6.9189507,
123,Chamber,C1,1.8664,
125,Chamber,C1,6.3850582,
126,Chamber,C1,6.5348443,
128,Chamber,C1,8.1712798,
129,Chamber,C1,7.1201823,
130,Chamber,C1,8.7765674,
131,Chamber,C1,1.3493237,
132,Chamber,C1,6.4895894,
133,Chamber,C1,1.9647668,
