Nest ID,Species,# Files,File Name(s),Networked?,Entrance Chamber Width?,# Entrances?,Tunnel Lengths?,Nest Depth? (m)
A_balzani1,Acromyrmex balzani,1,acromyrmex-balzani_table-and-photos_caldato2016,y,y,1,n,0.46
A_balzani2,Acromyrmex balzani,1,acromyrmex-balzani_table-and-photos_caldato2016,y,y,2,n,0.78
A_balzani3,Acromyrmex balzani,1,acromyrmex-balzani_table-and-photos_caldato2016,n/a,n/a,,n,n/a
A_balzani4,Acromyrmex balzani,1,acromyrmex-balzani_table-and-photos_caldato2016,y,y,1,n,0.495
A_balzani5,Acromyrmex balzani,1,acromyrmex-balzani_table-and-photos_caldato2016,y,y,1,n,0.41
A_balzani6,Acromyrmex balzani,1,acromyrmex-balzani_table-and-photos_caldato2016,y,y,8,n,0.96
A_balzani7,Acromyrmex balzani,1,acromyrmex-balzani_table-and-photos_caldato2016,y,y,1,n,0.47
A_balzani_T1,Acromyrmex balzani,1,acromyrmex-balzani_table-and-photos_caldato2016,y,y,4,n/a,0.71
A_balzani_T2,Acromyrmex balzani,1,acromyrmex-balzani_table-and-photos_caldato2016,y,y,3,n/a,1.6
A_balzani_T3,Acromyrmex balzani,1,acromyrmex-balzani_table-and-photos_caldato2016,y,y,5,n/a,1.6
A_balzani_T4,Acromyrmex balzani,1,acromyrmex-balzani_table-and-photos_caldato2016,y,y,1,n/a,0.25
A_balzani_T5,Acromyrmex balzani,1,acromyrmex-balzani_table-and-photos_caldato2016,y,y,3,n/a,0.56
A_balzani_T6,Acromyrmex balzani,1,acromyrmex-balzani_table-and-photos_caldato2016,y,y,1,n/a,0.61
A_balzani_T7,Acromyrmex balzani,1,acromyrmex-balzani_table-and-photos_caldato2016,y,y,2,n/a,0.54
A_balzani_T8,Acromyrmex balzani,1,acromyrmex-balzani_table-and-photos_caldato2016,y,y,8,n/a,1.5
A_landolti_T1,Acromyrmex landolti,1,acromyrmex-landolti_table_verza2020,n/a,ask,1,n/a,0.4
A_landolti_T2,Acromyrmex landolti,1,acromyrmex-landolti_table_verza2020,n/a,ask,1,n/a,1.2
A_landolti_T3,Acromyrmex landolti,1,acromyrmex-landolti_table_verza2020,n/a,ask,1,n/a,0.56
A_landolti_T4,Acromyrmex landolti,1,acromyrmex-landolti_table_verza2020,n/a,ask,2,n/a,0.65
A_landolti_T5,Acromyrmex landolti,1,acromyrmex-landolti_table_verza2020,n/a,ask,1,n/a,0.49
A_landolti_T6,Acromyrmex landolti,1,acromyrmex-landolti_table_verza2020,n/a,ask,1,n/a,0.2
A_landolti_T7,Acromyrmex landolti,1,acromyrmex-landolti_table_verza2020,n/a,ask,1,n/a,0.23
A_rugosus_T1,Acromyrmex rugosus,4,"acromyrmex-rugosus_photos_verza-2007, acromyrmex-rugosus_photos2_verza-2007, acromyrmex-rugosus_table1_verza-2007,  acromyrmex-rugosus_table2_verza-2007",n/a,ask,1,n/a,0.09
A_rugosus_T2,Acromyrmex rugosus,4,"acromyrmex-rugosus_photos_verza-2007, acromyrmex-rugosus_photos2_verza-2007, acromyrmex-rugosus_table1_verza-2007,  acromyrmex-rugosus_table2_verza-2007",n/a,ask,1,n/a,0.06
A_rugosus_T3,Acromyrmex rugosus,4,"acromyrmex-rugosus_photos_verza-2007, acromyrmex-rugosus_photos2_verza-2007, acromyrmex-rugosus_table1_verza-2007,  acromyrmex-rugosus_table2_verza-2007",n/a,ask,5,n/a,0.1
A_rugosus_T4,Acromyrmex rugosus,4,"acromyrmex-rugosus_photos_verza-2007, acromyrmex-rugosus_photos2_verza-2007, acromyrmex-rugosus_table1_verza-2007,  acromyrmex-rugosus_table2_verza-2007",n/a,ask,1,n/a,0.27
A_rugosus_T5,Acromyrmex rugosus,4,"acromyrmex-rugosus_photos_verza-2007, acromyrmex-rugosus_photos2_verza-2007, acromyrmex-rugosus_table1_verza-2007,  acromyrmex-rugosus_table2_verza-2007",n/a,ask,5,n/a,2.5
A_rugosus_T6,Acromyrmex rugosus,4,"acromyrmex-rugosus_photos_verza-2007, acromyrmex-rugosus_photos2_verza-2007, acromyrmex-rugosus_table1_verza-2007,  acromyrmex-rugosus_table2_verza-2007",n/a,ask,5,n/a,1.9
A_rugosus_T7,Acromyrmex rugosus,4,"acromyrmex-rugosus_photos_verza-2007, acromyrmex-rugosus_photos2_verza-2007, acromyrmex-rugosus_table1_verza-2007,  acromyrmex-rugosus_table2_verza-2007",n/a,ask,4,n/a,1.7
A_rugosus_T8,Acromyrmex rugosus,4,"acromyrmex-rugosus_photos_verza-2007, acromyrmex-rugosus_photos2_verza-2007, acromyrmex-rugosus_table1_verza-2007,  acromyrmex-rugosus_table2_verza-2007",n/a,ask,7,n/a,1.17
A_rugosus_C9,Acromyrmex rugosus,4,"acromyrmex-rugosus_photos_verza-2007, acromyrmex-rugosus_photos2_verza-2007, acromyrmex-rugosus_table1_verza-2007,  acromyrmex-rugosus_table2_verza-2007",n/a,ask,5,mean,3.75
A_rugosus_C10,Acromyrmex rugosus,4,"acromyrmex-rugosus_photos_verza-2007, acromyrmex-rugosus_photos2_verza-2007, acromyrmex-rugosus_table1_verza-2007,  acromyrmex-rugosus_table2_verza-2007",ask,ask,3,mean,1.7
A_rugosus_C11,Acromyrmex rugosus,4,"acromyrmex-rugosus_photos_verza-2007, acromyrmex-rugosus_photos2_verza-2007, acromyrmex-rugosus_table1_verza-2007,  acromyrmex-rugosus_table2_verza-2007",ask,ask,6,mean,1.74
A_rugosus_C12,Acromyrmex rugosus,4,"acromyrmex-rugosus_photos_verza-2007, acromyrmex-rugosus_photos2_verza-2007, acromyrmex-rugosus_table1_verza-2007,  acromyrmex-rugosus_table2_verza-2007",ask,ask,11,mean,1.34
A_ashmeadi9,Aphaenogaster ashmeadi,17,A_ashmeadi9 (folder),y,y,2,y,0.32
A_ashmeadi48,Aphaenogaster ashmeadi,7,A_ashmeadi48 (folder),y,y,n,y,0.15
A_ashmeadi48new,Aphaenogaster ashmeadi,10,A_ashmeadi48new (folder),y,y,1,n,0.13
A_ashmeadi49,Aphaenogaster ashmeadi,4,A_ashmeadi49 (folder),y,y,,,0.1
A_ashmeadi50,Aphaenogaster ashmeadi,6,A_ashmeadi57 (folder),y,y,n,y,0.12
A_ashmeadi57,Aphaenogaster ashmeadi,2,,n/a,n/a,1,n/a,0.11
A_ashmeadi52,Aphaenogaster ashmeadi,8,A_ashmeadi58 (folder),y,y,n,y,0.07
A_ashmeadi40,Aphaenogaster ashmeadi,10,A_ashmeadi40 (folder),y,y,n,,0.18
A_ashmeadi41,Aphaenogaster ashmeadi,10,A_ashmeadi41 (folder),y,y,,,0.24
A_ashmeadi42,Aphaenogaster ashmeadi,8,A_ashmeadi42 (folder),y,y,n,,0.1
A_ashmeadi43,Aphaenogaster ashmeadi,9,A_ashmeadi43 (folder),y,y,n,,0.12
A_ashmeadi44,Aphaenogaster ashmeadi,8,A_ashmeadi44 (folder),y,y,n,,0.11
A_ashmeadi45,Aphaenogaster ashmeadi,8,A_ashmeadi45 (folder),y,y,n,,0.16
A_ashmeadi46,Aphaenogaster ashmeadi,9,A_ashmeadi46 (folder),y,y,,,0.13
A_ashmeadi47,Aphaenogaster ashmeadi,7,A_ashmeadi47 (folder,y,y,,,0.15
A_floridana1,Aphaenogaster floridana,9,A_floridana1 (folder),y,y,1,y,0.28
A_floridana2,Aphaenogaster floridana,18,A_floridana2 (folder),y,y,1,y,0.29
A_floridana3,Aphaenogaster floridana,9,A_floridana3 (folder),y,y,1,y,0.29
A_floridana4,Aphaenogaster floridana,7,A_floridana4 (folder),y,y,1,y,0.41
A_floridana5,Aphaenogaster floridana,9,A_floridana5 (folder),y,y,1,y,0.28
A_floridana6,Aphaenogaster floridana,16,A_floridana6 (folder),y,y,1,y,0.75
A_floridana7,Aphaenogaster floridana,7,A_floridana7 (folder),y,y,1,y,0.2
A_floridana8,Aphaenogaster floridana,8,A_floridana8 (folder),y,y,1,y,0.29
A_floridana9,Aphaenogaster floridana,7,A_floridana9 (folder),y,y,1,y,0.29
A_floridana10,Aphaenogaster floridana,4,A_floridana10 (folder),y,y,1,y,0.28
A_floridana11,Aphaenogaster floridana,6,A_floridana11 (folder),y,y,1,y,0.43
A_floridana12,Aphaenogaster floridana,5,A_floridana12 (folder),y,y,1,y,0.17
A_floridana13,Aphaenogaster floridana,2,A_floridana13 (folder),n/a,n/a,n,n/a,n/a
A_floridana14,Aphaenogaster floridana,3,A_floridana14 (folder),n/a,n/a,1,y,n/a
A_floridana15,Aphaenogaster floridana,9,A_floridana15 (folder),y,y,1,y,0.32
A_floridana16,Aphaenogaster floridana,6,A_floridana16 (folder),y,y,1,y,0.32
A_floridana17,Aphaenogaster floridana,7,A_floridana17 (folder),y,y,1,y,0.1
A_floridana18,Aphaenogaster floridana,9,A_floridana18 (folder),y,y,1,y,0.45
A_floridana19,Aphaenogaster floridana,11,A_floridana19 (folder),y,y,1,y,0.3
A_floridana20,Aphaenogaster floridana,9,A_floridana20 (folder),y,y,1,y,0.35
A_floridana35,Aphaenogaster floridana,7,A_floridana35 (folder),y,y,1,y,0.33
A_floridana21,Aphaenogaster floridana,10,A_floridana21 (folder),y,y,1,y,0.54
A_floridana22,Aphaenogaster floridana,6,A_floridana22 (folder),y,y,1,y,0.48
A_floridana39,Aphaenogaster floridana,3,A_floridana39 (folder),n/a,n/a,1,n/a,n/a
A_floridana23,Aphaenogaster floridana,6,A_floridana23 (folder),y,y,1,n/a,n/a
A_floridana24,Aphaenogaster floridana,17,A_floridana24 (folder),y,y,1,y,0.87
A_floridana25,Aphaenogaster floridana,14,A_floridana25 (folder),y,y,1,y,0.49
A_floridana26,Aphaenogaster floridana,6,A_floridana26 (folder),y,y,1,y,0.55
A_floridana27,Aphaenogaster floridana,5,A_floridana27 (folder),y,y,1,y,0.24
A_floridana54,Aphaenogaster floridana,3,A_floridana54 (folder),y,y,1,y,0.34
A_treatae28,Aphaenogaster treatae,5,A_treatae28 (folder),y,y,1,y,0.24
A_treatae29,Aphaenogaster treatae,4,A_treatae29 (folder),y,y,1,y,0.22
A_treatae30,Aphaenogaster treatae,5,A_treatae30 (folder),y,y,1,y,0.22
A_treatae31,Aphaenogaster treatae,4,A_treatae31 (folder),y,y,1,y,0.08
A_treatae32,Aphaenogaster treatae,7,A_treatae32 (folder,n/a,n/a,,,n/a
A_treatae33,Aphaenogaster treatae,7,A_treatae33 (folder),n/a,n/a,n/a,n/a,n/a
A_treatae37,Aphaenogaster treatae,6,A_treatae37 (folder),y,y,1,y,0.16
A_treatae41,Aphaenogaster treatae,4,A_treatae41 (folder),y,y,1,y,0.24
A_treatae42,Aphaenogaster treatae,4,A_treatae42 (folder),y,y,1,y,0.22
A_treatae43,Aphaenogaster treatae,3,A_treatae43 (folder),y,y,1,n,0.25
A_treatae34,Aphaenogaster treatae,1,A_treatae34 (folder),y,y,1,y,0.1
A_treatae35,Aphaenogaster treatae,1,A_treatae35 (folder),y,y,,y,0.1
A_treatae36,Aphaenogaster treatae,1,A_treatae36 (folder),y,y,1,y,0.11
A_treatae39,Aphaenogaster treatae,6,A_treatae39 (folder),y,y,1,y,0.25
Ap_treatae1,Aphaenogaster treatae,0,,y,y,1,n,n/a
C_socius1,Camponotus socius,1,camponotus-socius_nests1n5_tschinkel2005,y,y,1,y,0.24
C_socius10,Camponotus socius,1,camponotus-socius_nests19n10_tschinkel2005,y,y,1,n,0.38
C_socius11,Camponotus socius,1,camponotus-socius_nest11_tschinkel2005,y,y,1,y,0.21
C_socius12,Camponotus socius,1,camponotus-socius_nests12n13_tschinkel2005,y,y,1,y,0.3
C_socius13,Camponotus socius,1,camponotus-socius_nests12n13_tschinkel2005,n/a,n/a,1,y,n/a
C_socius14,Camponotus socius,1,camponotus-socius_nests14n16_tschinkel2005,y,y,1,y,0.76
C_socius15,Camponotus socius,1,camponotus-socius_nests15n17_tschinkel2005,y,y,1,n,0.35
C_socius16,Camponotus socius,1,camponotus-socius_nests14n16_tschinkel2005,y,n/a,1,y,n/a
C_socius17,Camponotus socius,1,camponotus-socius_nests15n17_tschinkel2005,n/a,n/a,n/a,n,0.68
C_socius18,Camponotus socius,1,camponotus-socius_nest18_tschinkel2005,y,y,1,n,0.43
C_socius19,Camponotus socius,1,camponotus-socius_nests19n10_tschinkel2005,n/a,n/a,n/a,n/a,n/a
C_socius20,Camponotus socius,1,camponotus-socius_nests20n21_tschinkel2005,y,y,3,n,0.6
C_socius21,Camponotus socius,1,camponotus-socius_nests20n21_tschinkel2005,y,y,2,n,0.49
C_socius22,Camponotus socius,1,camponotus-socius_nests22n23_tschinkel2005,n/a,n/a,1,n,0.39
C_socius23,Camponotus socius,1,camponotus-socius_nests22n23_tschinkel2005,y,y,,n,0.46
C_socius24,Camponotus socius,1,camponotus-socius_nests3n24_tschinkel2005,y,n/a,,n,0.45
C_socius3,Camponotus socius,1,camponotus-socius_nests3n24_tschinkel2005,n/a,n/a,n/a,n/a,n/a
C_socius4,Camponotus socius,1,camponotus-socius_nests6n4_tschinkel2005,n/a,n/a,n/a,n/a,n/a
C_socius5,Camponotus socius,1,camponotus-socius_nests1n5_tschinkel2005,n/a,n,1,y,0.41
C_socius6,Camponotus socius,1,camponotus-socius_nests6n4_tschinkel2005,y,y,1,y,0.44
C_socius7,Camponotus socius,1,camponotus-socius_nests7n9_tschinkel2005,n/a,n,n/a,y,0.56
C_socius8,Camponotus socius,1,camponotus-socius_nest8_tschinkel2005,y,y,1,n,0.28
C_socius9,Camponotus socius,2,"camponotus-socius_nest9_tschinkel2005, camponotus-socius_nests7n9_tschinkel2005",y,y,1,y,0.47
D_indicum1,Diacamma indicum,1,diacamma-indicum_nests_battacharyya-2019,y,y,,y,n/a
D_indicum2,Diacamma indicum,1,diacamma-indicum_nests_battacharyya-2019,y,y,,y,n/a
D_indicum3,Diacamma indicum,1,diacamma-indicum_nests_battacharyya-2019,y,y,,y,n/a
D_indicum4,Diacamma indicum,1,diacamma-indicum_nests_battacharyya-2019,y,y,,y,n/a
D_indicum5,Diacamma indicum,1,diacamma-indicum_nests_battacharyya-2019,y,y,,y,n/a
D_indicum6,Diacamma indicum,1,diacamma-indicum_nests_battacharyya-2019,y,y,,y,n/a
D_indicum7,Diacamma indicum,1,diacamma-indicum_nests_battacharyya-2019,y,y,,y,n/a
D_indicum8,Diacamma indicum,1,diacamma-indicum_nests_battacharyya-2019,y,y,,n,n/a
D_indicum9,Diacamma indicum,1,diacamma-indicum_nests_battacharyya-2019,y,y,,y,n/a
D_indicum10,Diacamma indicum,1,diacamma-indicum_nests_battacharyya-2019,y,y,,y,n/a
D_indicum11,Diacamma indicum,1,diacamma-indicum_nests_battacharyya-2019,y,y,,y,n/a
D_indicum12,Diacamma indicum,1,diacamma-indicum_nests_battacharyya-2019,n/a,n/a,1,y,n/a
D_indicum13,Diacamma indicum,0,,y,y,,n,n/a
D_indicum_fig1,Diacamma indicum,1,diacamma-indicum_fig1_battacharyya-2019,y,y,1,y,n/a
D_australis,Dinoponera grandis,1,dinoponera-grandis_illustration_paiva1995,y,ask,,ask,ask
D_quadriceps1,Dinoponera quadriceps,1,dinoponera-quadriceps_table_vasconcellos2004,n/a,n/a,1,n/a,0.75
D_quadriceps2,Dinoponera quadriceps,1,dinoponera-quadriceps_table_vasconcellos2004,n/a,n/a,1,n/a,0.3
D_quadriceps3,Dinoponera quadriceps,1,dinoponera-quadriceps_table_vasconcellos2004,n/a,n/a,1,n/a,0.28
D_quadriceps7,Dinoponera quadriceps,1,dinoponera-quadriceps_table_vasconcellos2004,n/a,n/a,1,n/a,0.55
D_quadriceps8,Dinoponera quadriceps,1,dinoponera-quadriceps_table_vasconcellos2004,n/a,n/a,1,n/a,0.6
D_quadriceps9,Dinoponera quadriceps,1,dinoponera-quadriceps_table_vasconcellos2004,n/a,n/a,1,n/a,0.69
D_quadriceps11,Dinoponera quadriceps,1,dinoponera-quadriceps_table_vasconcellos2004,n/a,n/a,2,n/a,0.43
D_quadriceps12,Dinoponera quadriceps,1,dinoponera-quadriceps_table_vasconcellos2004,n/a,n/a,1,n/a,1.2
D_quadriceps13,Dinoponera quadriceps,1,dinoponera-quadriceps_table_vasconcellos2004,n/a,n/a,2,n/a,1.05
D_quadriceps17,Dinoponera quadriceps,1,dinoponera-quadriceps_table_vasconcellos2004,n/a,n/a,1,n/a,0.55
D_quadriceps20,Dinoponera quadriceps,1,dinoponera-quadriceps_table_vasconcellos2004,n/a,n/a,1,n/a,0.55
D_quadriceps22,Dinoponera quadriceps,1,dinoponera-quadriceps_table_vasconcellos2004,y,y,2,ask,0.72
D_quadriceps29,Dinoponera quadriceps,1,dinoponera-quadriceps_table_vasconcellos2004,n/a,n/a,1,n/a,0.82
D_bureni1,Dorymyrmex bureni,3,"dorymyrmex-bureni1_fig7c_tschinkel2015,  dorymyrmex-bureni1_side, dorymyrmex-bureni1_top",n/a,n,n,n,n/a
D_bureni2,Dorymyrmex bureni,2,"dorymyrmex-bureni2_side, dorymyrmex-bureni2_top",n/a,n/a,n/a,n/a,n/a
E_brunneum1,Ectatomma brunneum,1,ectatomma-brunneum_table_renard2010,n/a,y,,n/a,n/a
E_brunneum2,Ectatomma brunneum,1,ectatomma-brunneum_table_renard2010,n/a,y,,n/a,n/a
E_brunneum3,Ectatomma brunneum,1,ectatomma-brunneum_table_renard2010,n/a,y,,n/a,n/a
E_brunneum4,Ectatomma brunneum,1,ectatomma-brunneum_table_renard2010,n/a,y,,n/a,n/a
E_brunneum5,Ectatomma brunneum,1,ectatomma-brunneum_table_renard2010,n/a,y,,n/a,n/a
